Name,Ball Control,Dribbling,Marking,Slide Tackle,Stand Tackle,Aggression,Reactions,Att. Position,Interceptions,Vision,Composure,Crossing,Short Pass,Long Pass,Acceleration,Stamina,Strength,Balance,Sprint Speed,Agility,Jumping,Heading,Shot Power,Finishing,Long Shots,Curve,FK Acc.,Penalties,Volleys,Overall Rating
Ahmed Awad,63,61,22,20,20,45,50,58,25,57,59,50,56,48,62,58,55,68,66,69,62,52,60,59,55,52,50,52,52,58
Jamie Soule,56,57,16,17,23,29,59,58,18,54,55,43,55,37,68,54,32,88,77,76,54,55,56,61,58,42,39,60,48,58
Aaron Jarvis,58,51,20,20,21,52,55,57,21,46,45,25,49,33,62,64,77,62,65,52,60,60,58,56,50,32,32,52,46,58
Lewis Collins,58,61,33,37,40,36,57,57,43,52,57,41,55,46,79,49,45,68,82,70,60,48,55,58,57,52,50,50,52,58
Ishan Pandita,56,53,30,17,14,35,54,60,12,52,47,49,46,41,70,67,70,55,72,65,73,55,54,58,53,48,53,59,56,58
Robert Harker,57,54,20,20,24,39,57,55,30,43,51,33,49,33,69,50,58,67,64,65,66,57,62,59,53,39,29,55,49,58
Olufela Olomola,62,58,19,24,24,73,52,57,20,54,57,31,46,45,64,66,73,82,78,61,76,58,59,54,51,51,48,59,50,58
Hong Gui,55,57,27,44,43,60,49,58,42,54,56,50,58,52,62,70,80,61,53,60,75,62,58,59,57,48,49,48,51,58
Aaron Amadi-Holloway,60,58,32,48,52,58,49,55,48,46,51,33,55,50,67,74,76,57,72,69,78,59,61,56,49,41,45,59,42,58
Milan Smit,60,56,22,21,22,30,52,56,16,53,45,40,46,34,57,56,62,65,50,54,63,64,54,63,56,44,35,62,47,57
Valentín Adamo,50,54,20,22,23,45,54,55,23,42,48,45,52,50,56,59,70,43,57,55,65,63,55,63,54,55,51,62,58,57
Emmanuel Gutiérrez,52,48,18,18,28,48,52,61,35,48,48,37,52,38,55,52,58,68,75,65,64,56,54,61,50,45,35,54,54,57
Raul Camacho,52,48,22,18,28,71,60,61,34,42,52,40,52,35,54,52,72,64,74,53,64,57,57,56,48,48,34,52,50,57
Francis Momoh,58,55,22,24,21,61,53,54,17,53,58,34,51,34,60,59,73,55,63,57,70,64,58,56,51,41,30,55,45,57
Ricardo Alba,58,47,14,21,17,30,59,52,16,52,51,35,53,40,55,54,52,65,61,59,62,62,49,69,50,46,43,70,45,57
Bleron Krasniqi,54,60,15,24,28,61,55,56,19,48,49,31,55,41,72,50,34,76,71,78,63,51,58,60,56,48,35,48,51,57
Alfio Robles,55,62,21,16,15,29,55,56,17,45,53,41,54,39,52,54,44,77,62,50,63,64,59,60,58,44,36,71,43,57
Mai Traore,55,54,13,11,13,29,54,57,16,48,46,31,54,30,71,55,55,59,72,70,61,56,55,61,52,40,30,68,43,57
Taika Nakashima,52,43,28,27,28,60,43,53,24,49,47,42,52,35,54,59,78,44,60,53,80,74,59,62,46,39,38,57,53,57
Dimitri Sea,60,57,17,19,14,39,53,56,28,48,61,32,49,33,78,60,69,75,63,63,67,52,57,56,52,35,36,56,44,57
Tim Linsbichler,55,53,21,15,19,43,60,57,19,41,46,29,48,37,67,55,79,49,55,59,69,61,51,60,47,37,33,58,41,57
Kim Gyeong Min Robinson,57,60,34,11,18,52,56,56,18,51,55,41,46,42,70,65,64,58,74,66,59,53,56,57,50,55,44,56,52,57
Taylor Silverholt,61,57,14,20,13,30,55,58,17,52,55,28,56,40,58,54,58,66,61,53,65,55,52,59,50,30,28,58,39,57
Adrian Szczutowski,54,55,17,13,16,32,51,58,10,39,47,29,44,35,67,58,58,62,76,58,52,57,58,60,51,48,29,49,49,57
Ted Tattermusch,56,56,17,25,24,41,45,54,22,47,46,44,50,34,65,60,69,69,64,69,47,54,61,59,55,50,36,52,50,57
Harvey Saunders,57,59,20,17,22,41,56,56,15,46,54,43,52,37,75,52,47,68,76,65,52,47,56,57,54,48,39,56,52,57
Paul-Philipp Besong,54,50,22,23,29,56,48,55,24,41,49,30,50,28,61,49,76,76,69,69,75,59,59,58,47,31,25,51,44,57
Jimmy Knowles,55,54,28,22,24,40,54,54,22,51,54,34,53,39,83,63,55,56,77,69,61,52,62,57,49,42,33,60,51,57
Jhon Durán,62,53,19,22,28,63,50,60,14,43,48,31,48,45,78,69,71,63,82,69,71,47,42,59,45,41,27,51,38,57
Dean Williams,57,55,23,21,22,45,45,59,21,54,56,35,55,43,73,53,51,70,72,70,55,56,59,57,53,51,58,58,50,57
Abdulrahman Al Yami,57,58,16,17,18,38,50,53,15,52,53,42,49,37,83,53,59,71,84,65,59,53,56,57,56,47,39,50,49,57
Timmy Abraham,52,52,26,14,17,44,60,58,18,45,59,32,42,27,75,55,66,60,72,64,66,54,54,57,57,42,40,52,48,57
Sebastian Bergier,58,56,30,19,16,33,53,55,12,55,43,33,58,56,62,65,60,61,64,67,74,61,55,59,52,42,35,69,43,57
Ben House,54,52,17,15,18,33,57,56,18,49,56,31,51,38,67,50,65,70,66,60,71,56,54,59,54,39,38,64,43,57
Charlie Brown,57,54,24,15,16,50,54,59,23,48,52,35,49,33,60,54,67,49,63,53,60,61,51,60,52,37,24,55,42,57
Jason Wright,52,54,19,15,18,33,51,56,21,43,47,44,48,28,71,61,49,63,68,59,54,58,55,57,54,37,35,61,46,56
Oliver Ross,58,55,25,21,23,31,49,56,26,44,45,38,48,41,66,54,66,62,70,58,60,49,56,56,50,46,30,54,42,56
Amadou Camara,50,50,15,17,18,26,47,58,14,46,42,39,43,38,74,55,73,55,77,51,61,56,54,58,56,41,39,55,43,56
Jesús Hernández,51,47,21,16,22,40,56,57,17,44,50,38,52,39,61,54,62,63,62,60,61,55,57,58,52,40,37,59,49,56
Jakub Sangowski,53,56,21,12,16,48,48,52,18,44,51,36,43,35,63,59,70,47,62,56,62,57,55,60,52,44,34,53,43,56
Bidyashagar Singh,54,53,34,34,35,55,54,61,26,50,58,40,44,36,65,54,65,68,64,67,70,59,53,56,51,46,37,56,47,56
Mateo Ortiz,55,50,20,14,16,40,52,55,18,50,52,44,53,35,76,80,48,79,74,70,66,52,48,65,46,33,28,60,33,56
Hatim Far,48,52,15,17,19,32,55,61,19,48,57,36,43,37,63,52,44,72,65,57,69,56,53,66,54,47,39,61,46,56
Steven Goma,58,56,18,20,19,31,46,56,14,43,53,45,48,35,81,57,60,60,79,66,57,48,51,56,42,34,32,52,53,56
Cal Jennings,52,49,19,10,12,34,55,60,10,40,51,28,42,31,70,52,57,64,68,64,65,53,57,60,54,39,26,62,52,56
Harry Parsons,54,53,18,22,24,58,54,54,23,43,48,33,47,31,72,59,71,63,74,61,68,53,54,55,50,37,27,54,44,56
Park Sang Hyuk,51,56,14,15,18,60,47,62,12,40,55,26,54,47,64,54,63,62,63,61,71,53,55,55,49,44,34,60,48,56
Patrick Wood,55,54,18,14,22,54,55,56,15,49,53,35,47,30,72,61,57,72,74,56,75,45,60,60,47,40,28,58,44,56
Matthew Wright,53,49,16,19,17,55,48,57,16,43,49,30,54,30,65,51,59,62,64,62,70,58,56,63,48,33,30,60,42,56
Gerson Vázquez,57,60,25,23,24,37,60,58,23,57,54,47,57,55,68,34,34,74,69,77,54,52,56,53,43,57,37,54,53,56
Szymon Włodarczyk,56,51,17,15,16,64,47,58,14,43,59,33,42,31,70,58,65,54,62,58,71,55,56,59,44,42,33,64,47,56
Will Swan,55,54,12,20,15,29,54,51,12,42,50,30,42,32,72,55,62,62,74,65,64,58,55,58,54,40,34,66,41,56
Felix Kerber,54,44,11,14,19,26,55,56,12,47,52,32,41,28,65,52,65,64,74,64,61,55,56,61,51,41,28,52,43,56
Charlie Caton,55,55,32,28,36,33,54,54,29,44,49,42,54,49,77,64,62,73,72,72,70,52,52,57,54,36,32,45,38,56
Malek Al Abdulmunem,54,56,16,12,12,46,52,55,17,45,43,33,42,30,73,55,60,69,77,70,75,53,53,59,48,34,32,49,57,56
Kazuyoshi Miura,68,64,16,13,13,45,36,67,16,66,72,44,61,36,20,15,45,55,24,20,25,56,50,66,61,69,54,59,62,56
Keyendrah Simmonds,58,60,15,23,23,34,43,59,19,58,54,44,43,35,71,53,50,69,69,61,46,50,57,60,56,47,50,57,57,56
Tyrese Omotoye,60,55,18,11,14,32,54,51,13,45,42,38,40,26,75,52,62,46,80,66,60,45,57,59,47,44,34,62,46,56
Tom Dickson-Peters,58,60,18,13,15,34,59,55,18,46,57,40,44,35,77,52,45,66,68,53,60,46,61,56,56,54,57,57,52,56
Chanka Oh In Pyo,55,52,33,28,34,60,49,54,37,45,40,35,58,48,73,61,74,60,64,58,65,56,60,55,47,41,38,45,38,56
Owen Windsor,54,56,16,20,12,31,58,56,19,57,53,36,55,43,73,53,46,67,66,66,51,51,56,58,51,50,32,57,47,56
Cameron Thompson,51,55,28,11,19,28,51,58,16,39,54,31,40,25,75,63,65,71,68,70,51,42,60,63,53,35,30,58,53,56
Conor Davis,54,55,30,21,23,49,56,52,19,52,47,33,48,35,69,56,66,81,65,75,78,55,53,56,51,50,50,50,48,56
Luis Miguel Barrios,50,58,10,13,11,25,47,57,19,48,44,34,56,28,68,54,33,94,69,70,66,55,51,59,53,34,32,55,43,55
Damián Moreno,49,47,16,17,10,31,54,56,13,41,40,26,49,30,61,51,57,60,63,58,62,54,54,59,52,39,28,56,43,55
Stefano Marino,52,53,13,16,14,39,50,56,14,44,47,32,45,33,60,59,64,58,66,63,71,50,56,57,48,34,30,65,44,55
V. Huerta Salech,53,54,19,16,11,25,50,57,15,50,44,31,45,30,62,58,62,49,65,54,68,55,53,55,51,33,26,64,39,55
Alessio Besio,54,51,20,19,21,28,55,57,20,52,45,30,49,29,64,54,74,51,62,56,65,52,52,56,49,36,30,60,43,55
Samuel Adeniran,49,42,19,18,16,42,44,54,23,46,46,40,46,34,61,62,86,32,53,52,60,66,53,58,44,32,26,56,57,55
Akito Suzuki,55,48,22,14,19,36,56,59,16,50,48,32,54,35,65,60,68,75,63,60,69,51,42,58,45,38,32,63,40,55
Bassekou Diabaté,52,57,19,12,15,30,53,53,19,51,50,32,43,32,68,55,57,59,67,57,61,54,54,57,49,35,28,64,42,55
Alexandru Despa,58,58,12,19,13,33,54,45,24,43,52,28,48,33,75,56,57,61,71,68,58,48,58,56,51,44,41,55,50,55
Joe Rodwell-Grant,47,53,17,14,20,38,50,51,14,47,49,32,44,32,67,52,74,54,76,68,61,53,55,57,52,45,37,60,47,55
Tom Bertelsmann,53,60,18,16,12,50,55,52,12,45,48,31,55,33,80,56,50,76,68,73,71,50,46,60,42,36,28,56,32,55
Matteo Gumaneh,56,61,15,15,19,36,53,52,13,56,52,33,49,38,70,70,70,56,69,61,65,54,42,56,45,39,33,48,33,55
Archie Goodwin,56,56,17,20,21,34,52,53,19,49,49,29,43,39,71,56,52,71,70,68,54,52,55,59,48,45,22,42,42,55
Cyrus Dehmie,52,50,26,14,17,49,52,57,25,50,52,37,49,39,76,53,71,77,77,82,56,46,52,54,52,49,47,56,51,55
Sam Fishburn,51,49,17,23,19,45,52,55,22,40,44,24,40,21,68,51,80,55,67,54,64,53,51,55,45,34,21,51,48,55
Kyle Robinson,50,55,22,21,23,51,48,58,21,48,52,40,51,34,67,63,51,59,65,62,61,56,53,56,46,43,43,55,47,55
Sebastian Grach,57,55,25,23,23,54,45,54,23,48,50,48,52,45,68,62,60,66,68,70,58,48,58,55,45,40,38,43,45,55
Omar Damen Al Ruwaili,53,52,13,14,15,40,50,51,16,49,45,35,49,38,64,56,57,69,62,56,62,61,51,61,55,39,36,60,50,55
Alexander Johansson,56,57,18,18,18,48,48,55,19,48,52,35,52,47,67,50,58,62,67,58,70,54,50,55,45,35,28,59,40,55
Joël Monteiro,55,53,19,23,18,50,49,56,18,49,53,39,50,34,60,55,67,54,63,53,61,57,54,54,49,32,27,56,51,55
Junior Luamba,54,52,24,30,34,41,51,54,16,46,50,48,41,38,68,53,67,66,73,72,45,55,53,55,49,36,39,45,43,55
Alou Kuol,47,46,17,14,13,24,57,57,12,35,45,28,39,31,78,66,69,69,76,65,75,53,50,59,46,36,28,45,35,55
Oskar Sivertsen,57,56,20,29,26,29,45,57,20,49,53,46,50,40,83,33,32,81,81,83,34,45,56,56,47,47,37,54,50,55
Josh Neufville,50,49,13,13,16,33,53,49,16,38,40,29,43,31,75,50,65,64,78,74,60,54,52,58,47,33,28,58,37,55
Marco Ramkilde,52,49,30,28,32,50,51,56,32,47,49,38,55,49,68,53,67,56,59,57,49,54,55,56,51,36,38,40,47,55
Cheng Changcheng,48,51,31,20,25,57,49,53,28,51,55,33,40,33,58,64,75,65,55,47,66,66,62,57,47,31,32,55,44,55
Jack Lynn,47,44,19,25,27,30,54,59,19,49,56,41,46,36,57,57,60,55,53,55,58,53,53,62,51,33,29,64,40,54
Julius Hoffmann,46,54,20,19,26,49,58,49,19,45,46,31,55,40,63,50,60,58,60,56,65,55,54,59,51,41,32,58,34,54
Kim Gyeong Min Ryan,48,51,39,31,34,44,48,54,36,48,48,48,49,44,65,54,63,57,64,63,64,56,50,58,54,41,39,60,39,54
Rhys Shirley,50,60,20,19,24,31,49,48,18,47,46,44,50,38,82,60,54,77,80,83,70,39,53,57,51,51,37,48,46,54
Adeeb Al Haizan,52,50,23,17,20,58,50,52,21,46,50,39,48,38,63,54,58,65,62,57,62,56,53,55,52,45,44,52,51,54
Emre Güral Silini,56,51,14,17,15,29,36,50,11,48,48,32,50,29,62,48,76,56,64,58,63,58,49,60,48,34,38,57,34,54
Papu Mendes,59,58,19,20,11,40,54,52,19,51,48,57,48,32,80,57,36,76,79,71,55,53,50,53,47,42,28,53,40,54
Josh Hinds,53,56,29,23,26,55,47,51,24,49,47,34,53,38,71,51,60,56,74,59,58,54,51,52,46,50,40,61,47,54
Tomasz Pieńko,49,48,13,12,15,31,50,55,12,47,51,28,49,29,67,71,66,57,63,54,65,56,51,57,52,38,29,57,45,54
Justin Forst,56,51,18,10,10,38,49,53,10,44,48,34,47,29,65,54,49,66,68,63,71,55,56,55,48,39,35,51,45,54
Norbert Pacławski,50,48,14,17,17,27,47,51,11,44,47,37,47,32,79,58,59,59,82,56,51,49,56,55,48,38,32,56,44,54
Michael Ruth,49,47,29,29,30,50,57,54,10,50,44,32,47,32,60,61,65,59,61,58,62,54,51,57,47,41,31,51,41,54
Hassan Al Slais,52,47,13,19,21,53,49,53,13,40,43,30,39,28,52,58,74,48,51,53,73,56,52,60,50,35,31,54,49,54
Magnus Bækken,56,56,20,16,19,55,52,46,17,45,48,44,47,30,72,37,49,73,72,70,55,46,55,59,54,47,32,60,46,54
Hëzimjan Ërpan,48,47,22,16,19,35,51,56,19,44,44,27,38,34,81,56,66,73,73,71,70,50,48,55,59,36,44,62,32,54
Logan Clément,44,46,12,19,15,28,54,49,12,43,47,31,45,29,54,55,70,46,54,55,68,62,48,62,54,36,30,59,39,53
Daniel Nkrumah,50,52,11,15,14,32,49,52,16,42,46,32,49,32,71,50,68,68,73,65,63,46,46,55,43,40,30,56,40,53
Gabriel Kirejczyk,47,46,21,22,24,54,45,53,22,45,45,33,41,33,46,55,79,32,51,33,62,57,58,58,42,37,22,55,43,53
Aiden Marsh,52,48,15,16,19,37,56,51,17,42,46,29,45,30,68,52,40,78,71,62,62,54,52,60,37,34,29,66,39,53
Nathan Caine,49,53,32,30,36,33,47,53,30,50,44,45,40,32,72,57,55,60,70,60,65,52,49,54,51,46,34,50,44,53
Nikolas Muci,45,49,16,16,13,57,54,52,18,48,50,29,41,31,64,54,70,64,60,57,60,53,48,56,53,33,32,63,40,53
Rayan Al Bloushi,53,52,19,20,18,44,48,52,21,49,48,36,46,38,71,58,59,74,73,60,62,50,47,56,49,39,36,57,41,53
Lee Ho Jae,45,40,21,26,22,53,45,54,19,40,45,31,45,34,52,54,75,37,51,47,61,63,60,52,57,36,38,50,49,53
Hassan Al Ali,51,51,12,12,11,42,51,52,13,46,49,35,37,30,62,52,57,73,64,51,68,53,52,56,50,46,54,58,50,53
William Lalnunfela,49,53,15,19,11,38,45,51,14,50,42,33,42,28,61,61,60,71,64,56,65,56,56,54,51,34,34,57,46,53
Conor Carty,50,51,17,22,22,37,50,52,19,48,47,46,48,41,64,54,56,58,65,59,63,50,61,49,50,49,39,52,50,53
Josh Scott,52,51,26,24,24,46,47,53,22,48,48,31,46,38,69,61,63,68,67,63,70,53,53,52,42,45,30,54,46,53
Josimar Milton,53,54,14,19,13,43,39,48,16,41,42,24,40,20,61,70,70,66,64,75,66,61,48,59,47,31,29,49,42,53
Alfons Nygaard,49,47,11,22,23,40,42,51,12,43,45,26,45,27,65,48,51,44,67,63,62,54,51,55,48,30,33,54,37,52
Sam Tinubu,46,45,12,17,15,46,54,51,12,49,50,35,36,31,69,58,59,62,71,56,61,55,48,54,50,36,34,55,46,52
Abdullah Al Radeef,44,40,19,13,15,48,42,55,20,34,32,29,42,21,62,38,65,39,71,67,71,60,47,58,30,27,22,53,41,52
Alex Mortensen,52,49,16,16,11,57,52,50,10,45,47,30,42,25,71,68,58,68,74,72,59,45,49,53,47,34,31,56,33,52
Jackson Conway,46,45,16,12,12,27,53,53,12,41,47,36,41,37,56,52,67,51,61,63,68,56,53,54,50,41,34,62,36,52
Adan George,49,46,16,20,14,34,55,58,17,50,42,31,47,31,78,53,50,72,81,76,51,40,45,53,40,41,28,51,40,52
Christopher Garcia,54,57,17,17,15,33,48,50,11,51,45,30,49,41,80,53,38,86,79,73,55,41,48,55,44,45,31,56,41,52
Mohammed Marran,52,45,18,12,16,38,50,51,15,49,45,27,39,32,62,51,58,73,65,72,75,54,53,55,45,36,28,55,46,52
Long Chen,37,49,14,10,15,34,53,54,16,44,42,27,43,33,63,56,64,51,60,58,62,52,47,56,45,34,29,58,40,51
Joe McGlynn,55,51,19,20,15,32,41,53,17,48,45,31,42,38,53,58,48,68,51,59,63,51,51,56,44,43,38,50,42,51
Jayden Gorman,49,52,25,30,31,58,47,51,28,40,44,37,45,35,72,55,50,69,69,72,62,42,54,52,44,38,35,48,43,51
Paul Mercioiu,48,45,21,25,13,37,48,44,17,41,48,33,51,35,67,44,33,31,71,70,33,53,53,55,47,36,28,43,52,51
Kylian Kouassi,47,48,38,24,26,38,51,50,36,43,45,48,46,45,72,51,53,64,71,65,55,46,47,52,48,43,55,51,45,51
Christian Wagner,48,46,15,15,15,40,48,52,12,43,46,28,48,35,48,33,60,52,53,48,60,50,58,54,45,38,32,50,45,51
Fares Al Garzae,50,51,19,13,21,37,51,52,22,46,49,41,44,39,66,50,52,59,69,68,65,50,46,52,47,40,42,50,33,51
Kim Tae Yang,46,44,11,18,12,30,53,52,15,49,44,29,35,25,44,54,59,58,54,51,62,57,47,56,48,35,30,56,39,51
Subha Ghosh,52,50,15,25,23,33,49,48,26,40,47,41,40,35,80,51,58,76,76,72,73,40,56,50,34,40,28,50,44,51
David Bremang,45,54,18,13,15,45,51,42,18,38,45,33,43,27,69,52,65,54,75,51,58,51,45,55,45,39,31,58,37,51
Saad Al Muwallad,49,51,15,18,15,44,45,43,19,49,40,27,38,29,65,57,68,64,73,52,68,51,46,51,50,33,27,51,38,50
Sam Taylor,43,43,11,14,15,32,48,51,14,40,49,27,39,31,76,57,49,72,74,73,66,50,47,53,42,32,33,51,42,50
Chen Xiangyu,46,43,16,14,16,24,52,51,15,45,46,31,44,31,54,50,59,46,52,42,53,53,45,53,40,35,32,56,43,50
Aidomo Emakhu,49,48,11,13,17,30,53,51,14,41,48,34,41,31,72,59,48,58,71,57,64,44,49,50,45,33,26,62,41,50
Luke Rudden,45,49,10,11,14,43,50,51,14,40,47,38,38,33,75,53,40,75,73,75,52,40,49,52,45,41,34,49,34,49
Aaron McCabe,46,46,11,11,17,29,48,49,14,41,49,31,42,31,67,43,40,59,69,60,65,49,52,53,43,39,26,48,41,50
Callum Warfield,42,50,13,13,12,53,48,51,19,41,44,32,41,34,57,45,60,44,57,59,55,54,46,54,47,43,29,51,34,50
Kevin Spinelli,45,44,19,12,19,28,48,46,11,49,47,28,39,26,58,57,72,56,66,55,60,48,47,53,44,38,33,50,40,50
Geon Hee Lee,41,40,16,14,18,25,46,51,18,44,48,28,42,29,44,55,64,67,54,57,62,53,54,54,46,38,27,56,40,50
Han Dong,51,52,18,18,18,46,46,41,14,47,46,35,50,42,72,50,45,70,71,57,57,40,52,54,43,48,28,55,48,50
Gao Jian,46,49,15,20,18,32,53,48,20,46,43,32,33,29,66,61,46,60,68,56,60,49,45,48,43,35,30,56,36,49
Li Boxi,46,45,19,15,12,38,50,45,12,46,43,35,38,35,61,54,57,54,55,58,60,48,50,50,46,35,33,54,42,49
Darren A. Dominguez,49,36,15,19,15,24,46,51,10,42,42,30,38,30,47,49,67,55,53,50,69,49,42,56,41,31,30,55,38,49
Ahn Chang Min,45,39,15,21,16,54,46,47,23,43,46,24,39,28,54,59,68,49,56,50,70,57,50,47,46,34,27,58,41,49
Aaren D'Silva,42,44,12,11,16,45,47,47,13,40,43,30,39,30,60,50,70,62,57,55,65,48,49,53,47,39,30,52,38,49
Da Wen,50,48,19,10,16,34,52,51,16,44,40,39,37,31,74,55,53,53,67,73,62,46,46,44,42,45,29,55,40,49
Liu Junxian,42,51,12,15,12,32,48,46,16,38,40,31,32,30,55,50,45,64,59,60,54,48,50,52,43,36,34,54,43,48
Song Runtong,42,46,19,19,20,34,52,45,18,43,46,28,43,26,70,58,51,58,61,56,60,45,50,49,45,31,33,61,36,48
Conan Noonan,47,44,15,17,14,34,53,48,11,44,47,32,35,34,60,51,41,59,60,55,65,47,44,50,44,38,28,56,36,48
Harmanpreet Singh,44,45,13,18,17,20,45,49,18,22,41,29,38,30,63,54,49,61,66,59,56,45,45,48,42,36,28,41,48,48
Shan Huanhuan,55,50,28,25,25,32,45,42,25,36,43,24,42,33,55,48,53,43,54,45,33,50,47,47,42,32,30,43,30,48
